language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
FRENCH	fra	dull	379	dull	emuse	dull:H	dull:H	
URDU	urd	dull	379	dull	kud	dull:M	dull:M	
POLISH	pol	dull	379	dull	tEmp3	dull:G	dull:G	
FRISIAN	frs	dull	379	dull	stomp	dull:G	dull:G	
BULGARIAN	bul	dull	379	dull	top	dull:G	dull:G	
CLASSICAL_ARMENIAN	xcl	dull	379	dull	buth~	dull:V	dull:V	
ARMENIAN_EASTERN	hye	dull	379	dull	buth~	dull:V	dull:V	
SORBIAN_LOWER	dsb	dull	379	dull	tup3	dull:G	dull:G	
SERBO-CROATIAN	srp	dull	379	dull	tp	dull:G	dull:G	
RUSSIAN	rus	dull	379	dull	tupoy	dull:G	dull:G	
OSSETIC_DIGOR	oss	dull	379	dull	kumuG	dull:U	dull:U	
SWEDISH	swe	snow	784	snow	sne	snow:B	snow:B	
DANISH	dan	snow	784	snow	sne"	snow:B	snow:B	
GUTNISH_LAU		snow	784	snow	snoi	snow:B	snow:B	
OSSETIC_IRON	oss	snow	784	snow	mit	snow:F	snow:F	
BIHARI	mai	snow	784	snow	b3rphkh3s3b	snow:A	snow:A	
DUTCH	nld	snow	784	snow	snew	snow:B	snow:B	
MARATHI	mar	snow	784	snow	b3rf3	snow:A	snow:A	
SORBIAN_UPPER	hsb	snow	784	snow	sny~i	snow:B	snow:B	
ORIYA	ori	snow	784	snow	boropho	snow:A	snow:A	
SLOVENIAN	slv	snow	784	snow	sneg	snow:B	snow:B	
BELARUSIAN	bel	snow	784	snow	sy~ny~Ex	snow:B	snow:B	
ANCIENT_GREEK	grc	snow	784	snow	kh~ion	snow:D	snow:D	
GREEK	ell	snow	784	snow	Soni	snow:D	snow:D	
OLD_SWEDISH		snow	784	snow	snyor	snow:B	snow:B	
ICELANDIC	isl	snow	784	snow	stnyour	snow:B	snow:B	
SLOVAK	slk	snow	784	snow	s5Eh	snow:B	snow:B	
ENGLISH	eng	snow	784	snow	sn3u	snow:B	snow:B	
ASSAMESE	asm	snow	784	snow	boroph	snow:A	snow:A	
ITALIAN	ita	snow	784	snow	neve	snow:B	snow:B	
ELFDALIAN	qov	snow	784	snow	sni33	snow:B	snow:B	
FAROESE	fao	snow	784	snow	kh~Eavi	snow:I	snow:I	
UKRAINIAN	ukr	snow	784	snow	snih	snow:B	snow:B	
CZECH	ces	snow	784	snow	s5ih	snow:B	snow:B	
STAVANGERSK		snow	784	snow	sne	snow:B	snow:B	
NORWEGIAN_RIKSMAL	nor	snow	784	snow	sne	snow:B	snow:B	
OLD_NORSE	non	snow	784	snow	snyor	snow:B	snow:B	
SPANISH	spa	snow	784	snow	nyebe	snow:B	snow:B	
OLD_CHURCH_SLAVONIC	chu	snow	784	snow	snEgu	snow:B	snow:B	
PORTUGUESE	por	snow	784	snow	nEv3	snow:B	snow:B	
OLD_IRISH	sga	snow	784	snow	snexte	snow:B	snow:B	
IRISH	gle	snow	784	snow	Sny~axt3	snow:B	snow:B	
GERMAN	deu	snow	784	snow	Sne	snow:B	snow:B	
DANISH_FJOLDE		snow	784	snow	snie	snow:B	snow:B	
OSSETIC	oss	snow	784	snow	mit	snow:F	snow:F	
MACEDONIAN	mkd	snow	784	snow	sneg	snow:B	snow:B	
LATIN	lat	snow	784	snow	niks	snow:B	snow:B	
FRENCH	fra	snow	784	snow	nEZ	snow:B	snow:B	
URDU	urd	snow	784	snow	b3rf	snow:A	snow:A	
POLISH	pol	snow	784	snow	S5Eg	snow:B	snow:B	
FRISIAN	frs	snow	784	snow	sni3	snow:B	snow:B	
BULGARIAN	bul	snow	784	snow	sny~ag	snow:B	snow:B	
CLASSICAL_ARMENIAN	xcl	snow	784	snow	yiwn	snow:D	snow:D	
ARMENIAN_EASTERN	hye	snow	784	snow	ciun	snow:D	snow:D	
SORBIAN_LOWER	dsb	snow	784	snow	s5ig	snow:B	snow:B	
CATALAN	cat	snow	784	snow	new	snow:B	snow:B	
SERBO-CROATIAN	srp	snow	784	snow	snyEg	snow:B	snow:B	
RUSSIAN	rus	snow	784	snow	sny~Eg	snow:B	snow:B	
OSSETIC_DIGOR	oss	snow	784	snow	met	snow:F	snow:F	
MIDDLE_CORNISH	cor	snow	784	snow	Erx	snow:E	snow:E	
SWEDISH	swe	head	1256	head	h3v3d	head:B	head:B	
DANISH	dan	head	1256	head	ho38	head:B	head:B	
GUTNISH_LAU		head	1256	head	haudE	head:B	head:B	
OSSETIC_IRON	oss	head	1256	head	Sar	head:A	head:A	
BIHARI	mai	head	1256	head	math	head:K	head:K	
DUTCH	nld	head	1256	head	hoft	head:B	head:B	
MARATHI	mar	head	1256	head	dok3	head:H	head:H	
SORBIAN_UPPER	hsb	head	1256	head	woa	head:F	head:F	
ORIYA	ori	head	1256	head	mundo	head:L	head:L	
SLOVENIAN	slv	head	1256	head	glava	head:F	head:F	
BELARUSIAN	bel	head	1256	head	xaLava	head:F	head:F	
ANCIENT_GREEK	grc	head	1256	head	keph~alE	head:G	head:G	
GREEK	ell	head	1256	head	Tefali	head:G	head:G	
OLD_SWEDISH		head	1256	head	hovu8	head:B	head:B	
ICELANDIC	isl	head	1256	head	hEfi8	head:B	head:B	
SLOVAK	slk	head	1256	head	hlava	head:F	head:F	
ENGLISH	eng	head	1256	head	hEd	head:B	head:B	
BRETON	bre	head	1256	head	pEn	head:E	head:E	
ITALIAN	ita	head	1256	head	tEsta	head:D	head:D	
ELFDALIAN	qov	head	1256	head	ov38	head:B	head:B	
FAROESE	fao	head	1256	head	hEd	head:B	head:B	
UKRAINIAN	ukr	head	1256	head	hoLowa	head:F	head:F	
CZECH	ces	head	1256	head	hlava	head:F	head:F	
STAVANGERSK		head	1256	head	how3	head:B	head:B	
NORWEGIAN_RIKSMAL	nor	head	1256	head	hud3	head:B	head:B	
OLD_NORSE	non	head	1256	head	hovu8	head:B	head:B	
SPANISH	spa	head	1256	head	kabe8a	head:B	head:B	
OLD_CHURCH_SLAVONIC	chu	head	1256	head	glava	head:F	head:F	
PORTUGUESE	por	head	1256	head	kabesa	head:B	head:B	
OLD_IRISH	sga	head	1256	head	kenn	head:E	head:E	
IRISH	gle	head	1256	head	Tan	head:E	head:E	
MIDDLE_BRETON		head	1256	head	pen	head:E	head:E	
GERMAN	deu	head	1256	head	kopf	head:O	head:O	
DANISH_FJOLDE		head	1256	head	how3r	head:B	head:B	
OSSETIC	oss	head	1256	head	sEr	head:A	head:A	
MACEDONIAN	mkd	head	1256	head	glava	head:F	head:F	
LATIN	lat	head	1256	head	kaput	head:B	head:B	
FRENCH	fra	head	1256	head	tEt	head:D	head:D	
URDU	urd	head	1256	head	s3r	head:A	head:A	
POLISH	pol	head	1256	head	gwova	head:F	head:F	
FRISIAN	frs	head	1256	head	kop	head:B	head:B	
BULGARIAN	bul	head	1256	head	gL3va	head:F	head:F	
CLASSICAL_ARMENIAN	xcl	head	1256	head	glowx	head:F	head:F	
ARMENIAN_EASTERN	hye	head	1256	head	g3luG	head:F	head:F	
SORBIAN_LOWER	dsb	head	1256	head	gwowa	head:F	head:F	
CATALAN	cat	head	1256	head	kap	head:B	head:B	
SERBO-CROATIAN	srp	head	1256	head	glava	head:F	head:F	
RUSSIAN	rus	head	1256	head	goLova	head:F	head:F	
OSSETIC_DIGOR	oss	head	1256	head	sar	head:A	head:A	
MIDDLE_CORNISH	cor	head	1256	head	pEdn	head:E	head:E	
SWEDISH	swe	wing	1257	wing	viN3	wing:J	wing:J	
DANISH	dan	wing	1257	wing	veN3	wing:J	wing:J	
GUTNISH_LAU		wing	1257	wing	vENg	wing:J	wing:J	
OSSETIC_IRON	oss	wing	1257	wing	baSir	wing:M	wing:M	
BIHARI	mai	wing	1257	wing	paikh	wing:F	wing:F	
DUTCH	nld	wing	1257	wing	vlex3l	wing:B	wing:B	
MARATHI	mar	wing	1257	wing	paNkh~3	wing:F	wing:F	
SORBIAN_UPPER	hsb	wing	1257	wing	kSidwo	wing:I	wing:I	
ORIYA	ori	wing	1257	wing	pokhi	wing:F	wing:F	
SLOVENIAN	slv	wing	1257	wing	krilo	wing:I	wing:I	
BELARUSIAN	bel	wing	1257	wing	kr3Lo	wing:I	wing:I	
ANCIENT_GREEK	grc	wing	1257	wing	pteriks	wing:K	wing:K	
GREEK	ell	wing	1257	wing	fteruxa	wing:K	wing:K	
OLD_SWEDISH		wing	1257	wing	viNe	wing:J	wing:J	
ICELANDIC	isl	wing	1257	wing	vaiNgir	wing:J	wing:J	
SLOVAK	slk	wing	1257	wing	kridlo	wing:I	wing:I	
ENGLISH	eng	wing	1257	wing	wiN	wing:J	wing:J	
ASSAMESE	asm	wing	1257	wing	pakhi	wing:F	wing:F	
BRETON	bre	wing	1257	wing	askEL	wing:G/L	wing:G/L	
ITALIAN	ita	wing	1257	wing	ala	wing:G	wing:G	
ELFDALIAN	qov	wing	1257	wing	waiNg	wing:J	wing:J	
FAROESE	fao	wing	1257	wing	voNgur	wing:J	wing:J	
UKRAINIAN	ukr	wing	1257	wing	kriLo	wing:I	wing:I	
CZECH	ces	wing	1257	wing	kridlo	wing:I	wing:I	
STAVANGERSK		wing	1257	wing	wEN	wing:J	wing:J	
NORWEGIAN_RIKSMAL	nor	wing	1257	wing	wiN3	wing:J	wing:J	
OLD_NORSE	non	wing	1257	wing	vEnxr	wing:J	wing:J	
SPANISH	spa	wing	1257	wing	ala	wing:G	wing:G	
MAGAHI	mag	wing	1257	wing	pakh~	wing:F	wing:F	
OLD_CHURCH_SLAVONIC	chu	wing	1257	wing	krilo	wing:I	wing:I	
PORTUGUESE	por	wing	1257	wing	aza	wing:G	wing:G	
OLD_IRISH	sga	wing	1257	wing	ete	wing:K	wing:K	
MIDDLE_BRETON		wing	1257	wing	askel	wing:G/L	wing:G/L	
GERMAN	deu	wing	1257	wing	fligl	wing:B	wing:B	
DANISH_FJOLDE		wing	1257	wing	veN	wing:J	wing:J	
MACEDONIAN	mkd	wing	1257	wing	krilo	wing:I	wing:I	
LATIN	lat	wing	1257	wing	pena	wing:K	wing:K	
FRENCH	fra	wing	1257	wing	El	wing:G	wing:G	
URDU	urd	wing	1257	wing	bazu	wing:M	wing:M	
POLISH	pol	wing	1257	wing	skS3dwo	wing:I	wing:I	
BULGARIAN	bul	wing	1257	wing	kriLo	wing:I	wing:I	
CLASSICAL_ARMENIAN	xcl	wing	1257	wing	th~ew	wing:K	wing:K	
ARMENIAN_EASTERN	hye	wing	1257	wing	th~Ev	wing:K	wing:K	
SORBIAN_LOWER	dsb	wing	1257	wing	kSidwo	wing:I	wing:I	
CATALAN	cat	wing	1257	wing	aL3	wing:G	wing:G	
SERBO-CROATIAN	srp	wing	1257	wing	krilo	wing:I	wing:I	
RUSSIAN	rus	wing	1257	wing	kr3Lo	wing:I	wing:I	
OSSETIC_DIGOR	oss	wing	1257	wing	bazur	wing:M	wing:M	
MIDDLE_CORNISH	cor	wing	1257	wing	askEl	wing:G/L	wing:G/L	
SWEDISH	swe	see	1409	see	se	see:B	see:B	
DANISH	dan	see	1409	see	se"	see:B	see:B	
GUTNISH_LAU		see	1409	see	sEi	see:B	see:B	
OSSETIC_IRON	oss	see	1409	see	fen	see:J	see:J	
BIHARI	mai	see	1409	see	dekh3b	see:D	see:D	
DUTCH	nld	see	1409	see	zin	see:B	see:B	
MARATHI	mar	see	1409	see	pahne	see:L	see:L	
SORBIAN_UPPER	hsb	see	1409	see	widZEtS	see:E	see:E	
ORIYA	ori	see	1409	see	dekh	see:D	see:D	
SLOVENIAN	slv	see	1409	see	vidEti	see:E	see:E	
BELARUSIAN	bel	see	1409	see	batS3tsy~	see:G	see:G	
ANCIENT_GREEK	grc	see	1409	see	horao	see:P	see:P	
GREEK	ell	see	1409	see	vlepo	see:H	see:H	
OLD_SWEDISH		see	1409	see	sea	see:B	see:B	
ICELANDIC	isl	see	1409	see	syau	see:B	see:B	
SLOVAK	slk	see	1409	see	viCiET	see:E	see:E	
ENGLISH	eng	see	1409	see	si	see:B	see:B	
ASSAMESE	asm	see	1409	see	dEkh	see:D	see:D	
ITALIAN	ita	see	1409	see	vedere	see:E	see:E	
ELFDALIAN	qov	see	1409	see	syo	see:B	see:B	
FAROESE	fao	see	1409	see	sudZa	see:B	see:B	
UKRAINIAN	ukr	see	1409	see	batSiti	see:G	see:G	
CZECH	ces	see	1409	see	viCEt	see:E	see:E	
STAVANGERSK		see	1409	see	se	see:B	see:B	
NORWEGIAN_RIKSMAL	nor	see	1409	see	se	see:B	see:B	
OLD_NORSE	non	see	1409	see	sea	see:B	see:B	
SPANISH	spa	see	1409	see	ber	see:E	see:E	
OLD_CHURCH_SLAVONIC	chu	see	1409	see	vidEti	see:E	see:E	
PORTUGUESE	por	see	1409	see	ver	see:E	see:E	
OLD_IRISH	sga	see	1409	see	a8ki	see:R	see:R	
MIDDLE_BRETON		see	1409	see	guelet	see:F	see:F	
GERMAN	deu	see	1409	see	ze3n	see:B	see:B	
DANISH_FJOLDE		see	1409	see	sie	see:B	see:B	
OSSETIC	oss	see	1409	see	w3n3n	see:J	see:J	
MACEDONIAN	mkd	see	1409	see	glEda	see:M	see:M	
LATIN	lat	see	1409	see	widere	see:E	see:E	
FRENCH	fra	see	1409	see	vwar	see:E	see:E	
URDU	urd	see	1409	see	dekh~n3	see:D	see:D	
POLISH	pol	see	1409	see	vidZEtS	see:E	see:E	
FRISIAN	frs	see	1409	see	syEn	see:B	see:B	
BULGARIAN	bul	see	1409	see	viZd3m	see:E	see:E	
CLASSICAL_ARMENIAN	xcl	see	1409	see	tesanem	see:Q	see:Q	
ARMENIAN_EASTERN	hye	see	1409	see	tEsnEl	see:Q	see:Q	
SORBIAN_LOWER	dsb	see	1409	see	wiZeS	see:E	see:E	
CATALAN	cat	see	1409	see	bEwr3	see:E	see:E	
SERBO-CROATIAN	srp	see	1409	see	vidyEti	see:E	see:E	
RUSSIAN	rus	see	1409	see	vy~idy~Ety~	see:E	see:E	
OSSETIC_DIGOR	oss	see	1409	see	win	see:J	see:J	
MIDDLE_CORNISH	cor	see	1409	see	gwElEs	see:F	see:F	
SWEDISH	swe	hear	1408	hear	hEra	hear:B	hear:B	
DANISH	dan	hear	1408	hear	heo	hear:B	hear:B	
GUTNISH_LAU		hear	1408	hear	hoirE	hear:B	hear:B	
OSSETIC_IRON	oss	hear	1408	hear	quS	hear:K	hear:K	
BIHARI	mai	hear	1408	hear	sun3b	hear:E	hear:E	
DUTCH	nld	hear	1408	hear	hor3n	hear:B	hear:B	
MARATHI	mar	hear	1408	hear	3ikne	hear:Q	hear:Q	
SORBIAN_UPPER	hsb	hear	1408	hear	sw3SEtS	hear:E	hear:E	
ORIYA	ori	hear	1408	hear	sun	hear:E	hear:E	
SLOVENIAN	slv	hear	1408	hear	sliSati	hear:E	hear:E	
BELARUSIAN	bel	hear	1408	hear	tSutsy~	hear:T	hear:T	
ANCIENT_GREEK	grc	hear	1408	hear	akuo	hear:B	hear:B	
GREEK	ell	hear	1408	hear	akuo	hear:B	hear:B	
OLD_SWEDISH		hear	1408	hear	hera	hear:B	hear:B	
ICELANDIC	isl	hear	1408	hear	heira	hear:B	hear:B	
SLOVAK	slk	hear	1408	hear	potSuT	hear:T	hear:T	
ENGLISH	eng	hear	1408	hear	hi3	hear:B	hear:B	
ASSAMESE	asm	hear	1408	hear	xun	hear:E	hear:E	
BRETON	bre	hear	1408	hear	klEvEt	hear:E	hear:E	
ITALIAN	ita	hear	1408	hear	sentire	hear:I	hear:I	
ELFDALIAN	qov	hear	1408	hear	Era	hear:B	hear:B	
FAROESE	fao	hear	1408	hear	hoira	hear:B	hear:B	
UKRAINIAN	ukr	hear	1408	hear	tSuti	hear:T	hear:T	
CZECH	ces	hear	1408	hear	sliSEt	hear:E	hear:E	
STAVANGERSK		hear	1408	hear	hEiGa	hear:B	hear:B	
NORWEGIAN_RIKSMAL	nor	hear	1408	hear	her3	hear:B	hear:B	
OLD_NORSE	non	hear	1408	hear	hEira	hear:B	hear:B	
SPANISH	spa	hear	1408	hear	oir	hear:G	hear:G	
MAGAHI	mag	hear	1408	hear	sunna	hear:E	hear:E	
OLD_CHURCH_SLAVONIC	chu	hear	1408	hear	sluSati	hear:E	hear:E	
PORTUGUESE	por	hear	1408	hear	ovir	hear:G	hear:G	
OLD_IRISH	sga	hear	1408	hear	roklun383r	hear:E	hear:E	
IRISH	gle	hear	1408	hear	kloS	hear:E	hear:E	
MIDDLE_BRETON		hear	1408	hear	klevet	hear:E	hear:E	
GERMAN	deu	hear	1408	hear	her3n	hear:B	hear:B	
DANISH_FJOLDE		hear	1408	hear	hier	hear:B	hear:B	
OSSETIC	oss	hear	1408	hear	qus3n	hear:K	hear:K	
MACEDONIAN	mkd	hear	1408	hear	tSuE	hear:T	hear:T	
LATIN	lat	hear	1408	hear	audire	hear:G	hear:G	
FRENCH	fra	hear	1408	hear	atadr	hear:J	hear:J	
URDU	urd	hear	1408	hear	sunn3	hear:E	hear:E	
POLISH	pol	hear	1408	hear	sw3SEtS	hear:E	hear:E	
FRISIAN	frs	hear	1408	hear	yEr3	hear:B	hear:B	
BULGARIAN	bul	hear	1408	hear	tSuv3m	hear:T	hear:T	
CLASSICAL_ARMENIAN	xcl	hear	1408	hear	lsem	hear:E	hear:E	
ARMENIAN_EASTERN	hye	hear	1408	hear	l3sEl	hear:E	hear:E	
SORBIAN_LOWER	dsb	hear	1408	hear	sw3SaS	hear:E	hear:E	
CATALAN	cat	hear	1408	hear	s3nti	hear:I	hear:I	
SERBO-CROATIAN	srp	hear	1408	hear	tSti	hear:T	hear:T	
RUSSIAN	rus	hear	1408	hear	sL3Saty~	hear:E	hear:E	
OSSETIC_DIGOR	oss	hear	1408	hear	iGos	hear:K	hear:K	
MIDDLE_CORNISH	cor	hear	1408	hear	klEwEs	hear:E	hear:E	
SWEDISH	swe	rightside	1019	rightside	heg3r	rightside:M	rightside:M	
DANISH	dan	rightside	1019	rightside	hoyGo	rightside:M	rightside:M	
GUTNISH_LAU		rightside	1019	rightside	higar	rightside:M	rightside:M	
OSSETIC_IRON	oss	rightside	1019	rightside	raGiS	rightside:R	rightside:R	
BIHARI	mai	rightside	1019	rightside	d3hina	rightside:G	rightside:G	
DUTCH	nld	rightside	1019	rightside	rEGts	rightside:D	rightside:D	
MARATHI	mar	right	1019	right	kh~3r3	right:W	right:W	
SORBIAN_UPPER	hsb	rightside	1019	rightside	praw3	rightside:L	rightside:L	
ORIYA	ori	rightside	1019	rightside	dahano	rightside:G	rightside:G	
SLOVENIAN	slv	rightside	1019	rightside	desni	rightside:G	rightside:G	
BELARUSIAN	bel	rightside	1019	rightside	prav3	rightside:L	rightside:L	
ANCIENT_GREEK	grc	rightside	1019	rightside	deksios	rightside:G	rightside:G	
GREEK	ell	rightside	1019	rightside	8eksios	rightside:G	rightside:G	
OLD_SWEDISH		rightside	1019	rightside	hegre	rightside:M	rightside:M	
ICELANDIC	isl	rightside	1019	rightside	haixri	rightside:M	rightside:M	
SLOVAK	slk	rightside	1019	rightside	pravi	rightside:L	rightside:L	
ENGLISH	eng	rightside	1019	rightside	rait	rightside:D	rightside:D	
ASSAMESE	asm	rightside	1019	rightside	xo	rightside:C	rightside:C	
BRETON	bre	rightside	1019	rightside	dehow~	rightside:G	rightside:G	
ITALIAN	ita	rightside	1019	rightside	dEstro	rightside:G	rightside:G	
ELFDALIAN	qov	rightside	1019	rightside	iEgEr	rightside:M	rightside:M	
FAROESE	fao	rightside	1019	rightside	hegri	rightside:M	rightside:M	
UKRAINIAN	ukr	rightside	1019	rightside	praviy	rightside:L	rightside:L	
CZECH	ces	rightside	1019	rightside	pravi	rightside:L	rightside:L	
STAVANGERSK		rightside	1019	rightside	higG3	rightside:M	rightside:M	
NORWEGIAN_RIKSMAL	nor	rightside	1019	rightside	hEir3	rightside:M	rightside:M	
OLD_NORSE	non	rightside	1019	rightside	hegri	rightside:M	rightside:M	
SPANISH	spa	rightside	1019	rightside	dereCa	rightside:D	rightside:D	
MAGAHI	mag	rightside	1019	rightside	d3hinat3r3ph~	rightside:G	rightside:G	
OLD_CHURCH_SLAVONIC	chu	rightside	1019	rightside	dEsnu	rightside:G	rightside:G	
PORTUGUESE	por	rightside	1019	rightside	direyta	rightside:D	rightside:D	
OLD_IRISH	sga	rightside	1019	rightside	des	rightside:G	rightside:G	
IRISH	gle	rightside	1019	rightside	dy~as	rightside:G	rightside:G	
MIDDLE_BRETON		rightside	1019	rightside	dehow	rightside:G	rightside:G	
GERMAN	deu	rightside	1019	rightside	rESt	rightside:D	rightside:D	
DANISH_FJOLDE		rightside	1019	rightside	hey3r	rightside:M	rightside:M	
OSSETIC	oss	rightside	1019	rightside	rast	rightside:R	rightside:R	
MACEDONIAN	mkd	rightside	1019	rightside	desEn	rightside:G	rightside:G	
LATIN	lat	rightside	1019	rightside	dekster	rightside:G	rightside:G	
FRENCH	fra	rightside	1019	rightside	drwa	rightside:D	rightside:D	
URDU	urd	rightside	1019	rightside	sidh~e	rightside:P	rightside:P	
POLISH	pol	rightside	1019	rightside	prav3	rightside:L	rightside:L	
BULGARIAN	bul	rightside	1019	rightside	d3sEn	rightside:G	rightside:G	
CLASSICAL_ARMENIAN	xcl	rightside	1019	rightside	a	rightside:H	rightside:H	
ARMENIAN_EASTERN	hye	rightside	1019	rightside	aCh~	rightside:H	rightside:H	
SORBIAN_LOWER	dsb	rightside	1019	rightside	pSaw3	rightside:L	rightside:L	
CATALAN	cat	rightside	1019	rightside	drEt	rightside:D	rightside:D	
SERBO-CROATIAN	srp	rightside	1019	rightside	dEsni	rightside:G	rightside:G	
RUSSIAN	rus	rightside	1019	rightside	prav3y	rightside:L	rightside:L	
OSSETIC_DIGOR	oss	rightside	1019	rightside	raGes	rightside:R	rightside:R	
MIDDLE_CORNISH	cor	rightside	1019	rightside	dihou	rightside:G	rightside:G	
SWEDISH	swe	dry	1398	dry	tor	dry:D	dry:D	
DANISH	dan	dry	1398	dry	dh~E"a	dry:D	dry:D	
GUTNISH_LAU		dry	1398	dry	torar	dry:D	dry:D	
OSSETIC_IRON	oss	dry	1398	dry	GuSk	dry:F	dry:F	
BIHARI	mai	dry	1398	dry	sukh3l	dry:F	dry:F	
DUTCH	nld	dry	1398	dry	droG	dry:B	dry:B	
MARATHI	mar	dry	1398	dry	suk3	dry:F	dry:F	
SORBIAN_UPPER	hsb	dry	1398	dry	suxi	dry:F	dry:F	
ORIYA	ori	dry	1398	dry	sukhila	dry:F	dry:F	
SLOVENIAN	slv	dry	1398	dry	sux	dry:F	dry:F	
BELARUSIAN	bel	dry	1398	dry	suxy~i	dry:F	dry:F	
ANCIENT_GREEK	grc	dry	1398	dry	kh~sEros	dry:I	dry:I	
GREEK	ell	dry	1398	dry	kseros	dry:I	dry:I	
OLD_SWEDISH		dry	1398	dry	8er	dry:D	dry:D	
ICELANDIC	isl	dry	1398	dry	8ir	dry:D	dry:D	
SLOVAK	slk	dry	1398	dry	suxi	dry:F	dry:F	
ENGLISH	eng	dry	1398	dry	drai	dry:B	dry:B	
ASSAMESE	asm	dry	1398	dry	xukan	dry:F	dry:F	
BRETON	bre	dry	1398	dry	sex	dry:G/N	dry:G/N	
ITALIAN	ita	dry	1398	dry	aSSutto	dry:K	dry:K	
ELFDALIAN	qov	dry	1398	dry	t33r	dry:D	dry:D	
FAROESE	fao	dry	1398	dry	th~urur	dry:D	dry:D	
UKRAINIAN	ukr	dry	1398	dry	suxiy	dry:F	dry:F	
CZECH	ces	dry	1398	dry	suxi	dry:F	dry:F	
STAVANGERSK		dry	1398	dry	tEG3	dry:D	dry:D	
NORWEGIAN_RIKSMAL	nor	dry	1398	dry	tEr	dry:D	dry:D	
OLD_NORSE	non	dry	1398	dry	8ur	dry:D	dry:D	
SPANISH	spa	dry	1398	dry	seko	dry:G	dry:G	
MAGAHI	mag	dry	1398	dry	sukh~3l	dry:F	dry:F	
OLD_CHURCH_SLAVONIC	chu	dry	1398	dry	suxu	dry:F	dry:F	
PORTUGUESE	por	dry	1398	dry	seku	dry:G	dry:G	
OLD_IRISH	sga	dry	1398	dry	sesk	dry:G	dry:G	
MIDDLE_BRETON		dry	1398	dry	sex	dry:G/N	dry:G/N	
GERMAN	deu	dry	1398	dry	trokn	dry:B	dry:B	
DANISH_FJOLDE		dry	1398	dry	ter	dry:D	dry:D	
IRISH	gle	dry	1398	dry	ty~iry~imy~	dry:D	dry:D	
MACEDONIAN	mkd	dry	1398	dry	suv	dry:F	dry:F	
LATIN	lat	dry	1398	dry	sikus	dry:G	dry:G	
FRENCH	fra	dry	1398	dry	sEk	dry:G	dry:G	
URDU	urd	dry	1398	dry	sukh~3	dry:F	dry:F	
POLISH	pol	dry	1398	dry	sux3	dry:F	dry:F	
FRISIAN	frs	dry	1398	dry	drux	dry:B	dry:B	
BULGARIAN	bul	dry	1398	dry	sux	dry:F	dry:F	
CLASSICAL_ARMENIAN	xcl	dry	1398	dry	tSh~or	dry:P	dry:P	
ARMENIAN_EASTERN	hye	dry	1398	dry	tSh~or	dry:P	dry:P	
SORBIAN_LOWER	dsb	dry	1398	dry	sux3	dry:F	dry:F	
CATALAN	cat	dry	1398	dry	sEk	dry:G	dry:G	
SERBO-CROATIAN	srp	dry	1398	dry	sx	dry:F	dry:F	
RUSSIAN	rus	dry	1398	dry	suxoy	dry:F	dry:F	
OSSETIC_DIGOR	oss	dry	1398	dry	Guska	dry:F	dry:F	
MIDDLE_CORNISH	cor	dry	1398	dry	six	dry:G/N	dry:G/N	
SWEDISH	swe	bite	1403	bite	bita	bite:B	bite:B	
DANISH	dan	bite	1403	bite	bi83	bite:B	bite:B	
GUTNISH_LAU		bite	1403	bite	bEitE	bite:B	bite:B	
OSSETIC_IRON	oss	bite	1403	bite	Gas	bite:O	bite:O	
BIHARI	mai	bite	1403	bite	kat3b	bite:M	bite:M	
DUTCH	nld	bite	1403	bite	bEit3n	bite:B	bite:B	
MARATHI	mar	bite	1403	bite	tsawa	bite:F	bite:F	
SORBIAN_UPPER	hsb	bite	1403	bite	kusatS	bite:J	bite:J	
ORIYA	ori	bite	1403	bite	kamur	bite:P	bite:P	
SLOVENIAN	slv	bite	1403	bite	grizti	bite:S	bite:S	
BELARUSIAN	bel	bite	1403	bite	kusatsy~	bite:J	bite:J	
ANCIENT_GREEK	grc	bite	1403	bite	dakno	bite:A	bite:A	
GREEK	ell	bite	1403	bite	8aNgono	bite:A	bite:A	
OLD_SWEDISH		bite	1403	bite	bita	bite:B	bite:B	
ICELANDIC	isl	bite	1403	bite	bith~a	bite:B	bite:B	
SLOVAK	slk	bite	1403	bite	hrizT	bite:S	bite:S	
ENGLISH	eng	bite	1403	bite	bait	bite:B	bite:B	
ASSAMESE	asm	bite	1403	bite	kamor	bite:P	bite:P	
BRETON	bre	bite	1403	bite	krogi	bite:Ad/H	bite:Ad/H	
ITALIAN	ita	bite	1403	bite	mordere	bite:G	bite:G	
ELFDALIAN	qov	bite	1403	bite	baita	bite:B	bite:B	
FAROESE	fao	bite	1403	bite	buita	bite:B	bite:B	
UKRAINIAN	ukr	bite	1403	bite	kusati	bite:J	bite:J	
CZECH	ces	bite	1403	bite	kousat	bite:J	bite:J	
STAVANGERSK		bite	1403	bite	bida	bite:B	bite:B	
NORWEGIAN_RIKSMAL	nor	bite	1403	bite	bit3	bite:B	bite:B	
OLD_NORSE	non	bite	1403	bite	bita	bite:B	bite:B	
SPANISH	spa	bite	1403	bite	mor8er	bite:G	bite:G	
MAGAHI	mag	bite	1403	bite	kat3na	bite:M	bite:M	
OLD_CHURCH_SLAVONIC	chu	bite	1403	bite	grusti	bite:S	bite:S	
PORTUGUESE	por	bite	1403	bite	murder	bite:G	bite:G	
OLD_IRISH	sga	bite	1403	bite	knai8	bite:J	bite:J	
